uploader_name,uploader_mid,uploader_pic,type_id,type_name,link,bvid,title,description,pic,view_count,danmaku_count,favorites_count,tag,review_count,send_date,duration,like_count,pub_seconds_ago
姚晓棠_,51627399,https://i0.hdslb.com/bfs/face/46250a2abd9f84e0ba7e886ee8c601208330f5ae.jpg,29,音乐现场,http://www.bilibili.com/video/av114517920976982,BV12HE8zsE33,黄子弘凡 姚晓棠《一点》【天赐的声音】,-,//i2.hdslb.com/bfs/archive/b12141b01295c46931ae709a0ed389c7217cdf70.jpg,673327,373,1080,"音乐,流行,明星,张信哲,表演,普通话,真人秀,张靓颖,谭维维,王源,吉克隽逸,中国大陆,王隽逸,Summer,Jane Zhang,Roy Wang,Lars,皮皮凡,Jeffrey Chang,黄子弘凡,Jeff Chang,天赐的声音,姚晓棠,Weiwei Tan,Junyi Jike,王赫野,Wang Yuan,Tan Weiwei,Xin-zhe Zhang,Zihongfan Huang,黄了皮凡,Heye Wang,Xiaotang Yao,天赐的声音6,天赐的声音 第6季",498,1748008801,129,25629,3498557
八零九零音乐,1021254247,https://i1.hdslb.com/bfs/face/b777b5e9ecad31a57a48110abda0bb4e269f115d.jpg,130,音乐综合,http://www.bilibili.com/video/av114750033759006,BV1HJKfzKEeW,非主流时期的迪厅旱冰场神曲，听过十首以上的牙都掉一半了！,,//i0.hdslb.com/bfs/archive/0a633f7268151322a423b797a8b0bf66dfc0bb3b.jpg,60384,136,1190,"#dj,#8090后,#一代人的回忆",114,1750946665,544,948,560693
蛋某人音乐,423517587,https://i0.hdslb.com/bfs/face/3a3a15373208c19ea9c69cb91632e3b13e336711.webp,243,乐评盘点,http://www.bilibili.com/video/av113412269019337,BV1j4DPYzEkZ,【黑色米老鼠の小曲】|他们想要控制我的躯体 还要在绑架我思想,原曲：恶人先告状,//i1.hdslb.com/bfs/archive/7efac78aff5b93262680d1ea342ece5a3f36cc0d.jpg,2257336,385,51881,"鬼畜,米老鼠,音乐,搞笑,音乐分享官,音乐玩家招募令第六期",477,1730734147,167,40847,20773211
蛋某人音乐,423517587,https://i0.hdslb.com/bfs/face/3a3a15373208c19ea9c69cb91632e3b13e336711.webp,243,乐评盘点,http://www.bilibili.com/video/av114776877375190,BV1M4gDzPECu,【死别】|“【冲锋の小曲】勇气是人类的赞歌”,木偶：doro想赢的人脸上是不会有笑容的,//i0.hdslb.com/bfs/archive/71e954cac7510ff26696bc3a833ba2492a5428de.jpg,33805,13,1391,"歌曲,歌单,死别",126,1751421604,132,1376,85754
peach63,550445292,https://i0.hdslb.com/bfs/face/e2cc169b562e8a06a73d9a6908f39895f72a4604.jpg,267,电台,http://www.bilibili.com/video/av113112627810372,BV1ib4heBELN,"""别让欲望击穿你的意志"" |《PHONK神曲大合集》",给个三连，好运连连！,//i0.hdslb.com/bfs/archive/6622d1b6f30db0d6f9f17be0d836808588debc72.jpg,1943904,1305,94273,"歌曲,BGM,合集,卡点,歌单,音乐选集,精选歌单,phonk,日推歌单,电台新星征集令,电台新星征集令2.0",612,1726064348,1183,57348,25443010
音乐影视馆,331480256,https://i2.hdslb.com/bfs/face/c11e4618ccc9ff397d66a1e05e45715d108ad78c.jpg,243,乐评盘点,http://www.bilibili.com/video/av581042518,BV1C64y1K7vD,盘点凭借魔性歌词洗脑全网的BGM，你一定听过但未必知道名字,盘点凭借魔性歌词洗脑全网的BGM，你一定听过但未必知道名字,//i1.hdslb.com/bfs/archive/3d682ce6717a330ae01763ca957350e0aaa082de.jpg,7443156,2665,286816,"BGM,洗脑BGM,洗脑神曲,魔性BGM,Nyan Cat,搞笑BGM,BGM分享,乐评盘点,音乐玩家招募令,乐评人圆桌会",724,1704976292,202,123392,46531066
你哇哥233,1368498772,https://i1.hdslb.com/bfs/face/ee1fd70a2281f9631ef70e404471cf5f1ac58e82.jpg,31,翻唱,http://www.bilibili.com/video/av114754832177995,BV1fSKqzKECs,我装老外给国人唱《神的说唱》！！,-,//i1.hdslb.com/bfs/archive/771defb1d79a6b1b3e7ef69e6cd7d135a8e4c8f3.jpg,674302,286,5505,"国际尬聊,神的说唱,蓝豆进行曲",425,1751096926,149,34448,410432
Yui柯基大聪明,1962633,https://i0.hdslb.com/bfs/face/3db7d59acaf033d88ef5d31824611b09d8c2b3e7.jpg,31,翻唱,http://www.bilibili.com/video/av1404531267,BV1Nr421E7fg,试着cos成邓紫棋，去邓紫棋的演唱会上唱歌！,"关注@Yui柯基大聪明 催更！！！小号是这个嘻嘻@Yui柯基小聪明  
之前的仿妆视皮儿——诸葛大力：BV1S54y1R7ub、石原里美：BV1nh41197CM、萨勒芬妮：BV15t4y1e7c7、老番茄：BV13o4y197Y1、王冰冰：BV1MX4y1G73Q、新垣结衣：BV1k64y1X7xd、赫敏·格兰杰：BV1rg411R7bQ、哈利波特：BV1oq4y1G7HK、约尔·福杰：BV1V541197Jd、阿尼亚：BV13S4y1p7TB、美依礼芽：BV11V4y1r7qQ、原神-绮良良BV1Ph",//i1.hdslb.com/bfs/archive/a094f3f35765f1978b519afce773d1930c897c40.jpg,9327955,6989,140581,"翻唱,大连,音乐,演唱会,搞笑,模仿,现场,邓紫棋,vlog,歌手模仿大赛",1871,1716310735,385,103321,35196623
Da圣音乐,353230307,https://i2.hdslb.com/bfs/face/002ce15058245b29f60bbf7390fd2abbe873a448.jpg,243,乐评盘点,http://www.bilibili.com/video/av1706491402,BV13T421r7MB,前奏比主歌还火的歌曲，前奏太过惊艳，很多人都不知道主歌唱了啥,你绝对想不到这些呕心沥血创作的歌曲，只因为前奏太过惊艳，导致很多人都不知道主唱唱了啥！那么今天就盘点6首这样的歌曲，看看你都听过吗？,//i2.hdslb.com/bfs/archive/d7a0e657beb88a0e18002f52f613b36ead881af3.jpg,4110061,2169,212825,"神曲,好听,前奏,Mine,Please Don't Go,The Way I Still Love,悬溺,Not Angry,音乐分享官,Right above it,音乐分享官暑期特别企划",924,1723795817,233,91987,27711541
音乐Wu哥,193262326,https://i1.hdslb.com/bfs/face/b1b0779b1af9d934fef52d6d77bf20ba1655aaed.jpg,243,乐评盘点,http://www.bilibili.com/video/av1450814442,BV1Dv421k7io,十年前的emo神曲天花板，听完谁也别想忘掉前任，泪目了！,哪首歌让你泪目了？,//i1.hdslb.com/bfs/archive/5684809578e14aa8d8b233d55c37b9874bb9828f.jpg,4152146,3386,76759,"神曲,催泪,前任,emo,音乐分享官,emo神曲,音乐分享官-新春赏乐纪特别企划",2395,1708844650,224,138681,42662708
爱上大世界,95730227,https://i2.hdslb.com/bfs/face/386a559eb9434f9e893a1ac6d6ee4d90d0a47933.jpg,243,乐评盘点,http://www.bilibili.com/video/av112994482782799,BV14bWseeEzr,曾经血洗B站的10大动漫歌曲封神现场，全程高能，哪首是你的青春？,最新一期来咯，希望大家喜欢,//i1.hdslb.com/bfs/archive/86fe395a3900d44c45ac41adddea402dbabe0422.jpg,3012535,17239,41672,"动漫,演唱会,LIVE,火影忍者,现场,全程高能,动漫歌曲,动漫神曲,日语现场,音乐分享官,音乐分享官暑期特别企划",2214,1724315267,967,61023,27192091
Da圣音乐,353230307,https://i2.hdslb.com/bfs/face/002ce15058245b29f60bbf7390fd2abbe873a448.jpg,243,乐评盘点,http://www.bilibili.com/video/av1850673264,BV1xp421d7CX,盘点全网都在找的6首洗脑神曲，原来我们都听过！,你绝对想不到当这些旋律响起时，你的大脑会瞬间读取成功、显现画面，那么今天就为大家盘点六首这样的歌曲，看看哪一首最洗脑？,//i0.hdslb.com/bfs/archive/327f5b93deaf0f521ab24b00876c7a029825d976.jpg,3831869,873,242403,"洗脑,歌曲,神曲,盘点,洗脑神曲,熟悉的旋律,歌单,热门歌曲,全网,音乐分享官,音乐分享官-新春赏乐纪特别企划",194,1708272506,149,55939,43234852
下饭音乐,11173348,https://i1.hdslb.com/bfs/face/b124978fb6ef042762adbe078f132b79430052e1.jpg,243,乐评盘点,http://www.bilibili.com/video/av114737350315906,BV1gqK3zJEJ3,美女校花一首《美丽的神话》，毕业典礼一唱成名，网友：后悔没上大学,,//i1.hdslb.com/bfs/archive/80f852478467faaa6e7aecd7bf2eeb4df89f6b0f.jpg,155015,14,4202,"翻唱,毕业典礼,美丽的神话,如果当时,大学校园,壁上观",26,1750852282,225,961,655076
爱上大世界,95730227,https://i2.hdslb.com/bfs/face/386a559eb9434f9e893a1ac6d6ee4d90d0a47933.jpg,243,乐评盘点,http://www.bilibili.com/video/av113072698034230,BV1zKHxenEX6,火爆全网的魔性 BGM，你可能刷到无数次，却不知道歌名！,最新一期来咯，感觉还真挺有意思的，哈哈哈哈哈。,//i0.hdslb.com/bfs/archive/c5c5e05e41f888c4f3430450c83db4454f47fb70.jpg,3329137,13181,95852,"BGM,神曲,怀旧,经典,洗脑神曲,梗曲,魔性,火爆全网,乐评盘点,音乐分享官,音乐分享官暑期特别企划",1639,1725452909,1052,44837,26054449
朝烟今天唱歌了没,324529831,https://i1.hdslb.com/bfs/face/cd490d3e3b57a6e0317affdf4769339919e35b38.jpg,31,翻唱,http://www.bilibili.com/video/av249682755,BV1Yv411K7PY,燃起来了！《Dance Monkey》与甜嗓的奇妙搭配,"-我第一次唱这种歌唱得像粑粑一样呜呜呜呜呜别骂了别骂了
混音：白萝卜音乐工作室",//i1.hdslb.com/bfs/archive/45fad2693f6fb96114f5e5366406ab0468913864.jpg,10961572,14719,107351,"夏日造乐计划,音乐,欧美音乐,女声,英文歌,翻唱",11170,1628252377,300,516402,123254981
-书琳,2042635771,https://i1.hdslb.com/bfs/face/0c59600b6b102d42c2fdb845fa1e11cf796f5228.jpg,31,翻唱,http://www.bilibili.com/video/av114755704461901,BV1p1Kzz2EK4,而你注定 是我的心头血,-,//i2.hdslb.com/bfs/archive/08c16910455bc890e887458f0eeaa52491f300aa.jpg,511928,250,33317,"直播,吉他弹唱,国风歌曲,直播切片,翻唱总动员,翻唱的N种打开方式3.0",864,1751122943,39,89667,384415
蛋某人音乐,423517587,https://i0.hdslb.com/bfs/face/3a3a15373208c19ea9c69cb91632e3b13e336711.webp,243,乐评盘点,http://www.bilibili.com/video/av114425746952377,BV1oXG9zfERG,【关山酒】|“【梦泪の小曲】真正想赢的人脸上是没有笑容的”,原曲：青椒,//i0.hdslb.com/bfs/archive/50ea662788c2dec2de03d712872a9a4d00a3d832.jpg,543107,125,20655,"歌单,关山酒,电台新星征集令,电台新星征集令6.0",259,1746064813,47,17597,5442545
SavageTurely,65553886,https://i1.hdslb.com/bfs/face/b70f30462bc1335383161fabc24556d3e924e8e5.jpg,243,乐评盘点,http://www.bilibili.com/video/av508861027,BV1ju41197xh,【十年榜】2000-2009年最强华语金曲TOP100，卧槽，这才是真正的神仙打架？首首都是无敌神曲！！！,2000-2009年，绝对是华语流行音乐史上最巅峰的十年，就好比手上握着一副大牌，一出手直接“春天”打到底，你就可以想象这个榜单真的“恐怖如斯”！港台内地齐发力，共筑经典永流传！！！,//i2.hdslb.com/bfs/archive/f35dcc625e77935b00e59f6c270624904e159dbe.jpg,15012181,170566,329247,"2022新年音乐大作战,新年音乐大作战,周杰伦,林俊杰,陶喆,蔡依林,青春重启计划",13492,1662773763,2828,337759,88733595
绣球花小合唱团,662549942,https://i2.hdslb.com/bfs/face/aca4eca87824efbc0b06b393a7f7885e52e39855.jpg,193,MV,http://www.bilibili.com/video/av114676197229686,BV1m4MBzoEh7,听完这首歌，一下子觉得这世界真的还不错！| 绣球花小合唱团《世界赠予我的》MV发布,绣球花小合唱团《世界赠予我的》MV暖心发布✨ 听花儿的歌声，温柔拥抱世界给予的一切！,//i1.hdslb.com/bfs/archive/d99d175ac41322d161456a49c9d765272bc585cb.jpg,137405,123,2632,"MV,正能量,王菲,合唱团,天籁童声,童声合唱,绣球花小合唱团,世界赠予我的",103,1749820192,292,3971,1687174
Music音乐世界,424127064,https://i0.hdslb.com/bfs/face/342540af208150a1540cef2de89dbf131d423891.jpg,130,音乐综合,http://www.bilibili.com/video/av114704617902674,BV18SNnzMEdf,火到国外的一段视频，外国网友：这得多强的民族自信能跳出这感觉,,//i1.hdslb.com/bfs/archive/4165d411c5a8e34245c640bc567f2dbeecbfa710.jpg,181866,206,2113,"视频,中国,外国,国外,网友,舞蹈教程,民族舞,新疆舞,民族自信,音乐分享官",468,1750719027,178,9707,788339
下饭音乐,11173348,https://i1.hdslb.com/bfs/face/b124978fb6ef042762adbe078f132b79430052e1.jpg,243,乐评盘点,http://www.bilibili.com/video/av114573201966641,BV1Ztj1zUEw5,这些歌都是一个人唱的？曲风竟然如此之大，听完后小脑都萎缩了,,//i1.hdslb.com/bfs/archive/02e71e26b3c110e936b65885e988c6099c796029.jpg,356500,45,21544,"跳楼机,卜卦,网红歌,乐评盘点,小城夏天",26,1748417717,231,3995,3089649
音乐最TOP,8769148,http://i1.hdslb.com/bfs/face/b0667047eb613df0de615322774df8f704c853d1.jpg,29,音乐现场,http://www.bilibili.com/video/av37250990,BV1Et411D7LU,这是一首唯一在任何音乐软件都要收费的歌！,"泰勒斯威夫特！
你还记得那年的QQ飞车吗？
我不管反正我201级！",//i1.hdslb.com/bfs/archive/d6bff2ebadd8cca45e57ae08526bb67e0ed72c9b.jpg,31928332,47508,447762,"音乐选集,现场,演唱会,泰勒斯威夫特,泰勒,欧美,lovestory,女神,经典",15599,1548763809,391,599978,202743557
呆啊歪歪涵,183431581,https://i1.hdslb.com/bfs/face/066f68200a9a0d634d044fdf0d75247fc429f77a.jpg,28,原创音乐,http://www.bilibili.com/video/av996327739,BV1xs4y1z7b9,一个高中生自己写的歌——《向日葵先生》,"作词：歪歪涵
作曲：歪歪涵
编曲:歪歪涵 粥笔套
特别感谢周围同学和朋友的支持和赞美！
平平的调子没什么起伏，但是希望各位能喜欢
喜欢就点点三连吧！
（原创原创绝无抄袭！）",//i0.hdslb.com/bfs/archive/e9c28167e26036083f776163794004771d5cd53c.jpg,5326030,4580,244095,"音乐,吉他,00后,弹唱,高中生,原创音乐,写歌",8133,1685672791,213,519960,65834575
音_嘤嘤,20882740,https://i1.hdslb.com/bfs/face/ebab96569764bcd0aa1b88f864c5dd74db220e85.jpg,59,演奏,http://www.bilibili.com/video/av287839094,BV15f4y1v7gD,如何用一毛钱的发夹演奏一首【青花瓷】,-,//i1.hdslb.com/bfs/archive/64d40f37afde1f2a81e1f3f02c6b3d85618141be.jpg,13373357,23441,260401,"创意演奏挑战赛,发夹,青花瓷,新世界大门",7228,1637926587,106,980499,113580779
下饭音乐,11173348,https://i1.hdslb.com/bfs/face/b124978fb6ef042762adbe078f132b79430052e1.jpg,243,乐评盘点,http://www.bilibili.com/video/av114420294355398,BV16MG2z2E1c,黄龄的歌有多难唱？张碧晨直接唱成“女将军”，这音色无人能模仿,,//i2.hdslb.com/bfs/archive/005754401bbaac0eee9e4636715af9ea13348822.jpg,478318,172,12974,"痒,黄龄,杨坤,张碧晨,三拜红尘凉",109,1746335812,223,3489,5171554
小疼聊音乐,386719429,http://i1.hdslb.com/bfs/face/feed961c30e5be52c737b12b95608a92896d01e3.jpg,243,乐评盘点,http://www.bilibili.com/video/av114713996298771,BV14WKcz7E9Y,2025上半年最火的10首歌！不仅红遍中国，甚至连印度媒体都在报道！,2025上半年最火的10首歌！不仅红遍中国，甚至连印度媒体都在报道！,//i1.hdslb.com/bfs/archive/9f1bd219e21bc5d7bff9ae762cd49f4e5acde913.jpg,120834,870,277,"邓紫棋,张靓颖,网络歌曲,热门歌曲,豪哥哥,乐评盘点,单依纯,音乐分享官,刚买的飞机被大了",345,1750397132,346,1978,1110234
央视频,433587902,https://i2.hdslb.com/bfs/face/2650856709fe272aa5cf9c89a053c095d7b252e4.jpg,29,音乐现场,http://www.bilibili.com/video/av113906693509089,BV1VkFseHEiY,一秒都不想错过的绝美合唱《春意红包》,,//i0.hdslb.com/bfs/archive/f1e828e9a5be50b1a32758a182dd26ce97acd080.jpg,2196068,2238,48054,"上B站看春晚,B站春晚大联欢",65,1738172931,162,31641,13334435
祸尾氏,91465396,https://i1.hdslb.com/bfs/face/aa40df8b2a302a1db1876e16dcd73610c875651d.jpg,31,翻唱,http://www.bilibili.com/video/av1501433792,BV1hS421w7Vc,【花火】“一曲《调查中》，带你领略愚者的欢愉”,"原曲:调查中
填词：冰晶
唱见：袖姬
视频：祸尾
封面画师：乱井阿井",//i1.hdslb.com/bfs/archive/6c9ff13e4a329adc0cc9aec5e530343a40416030.jpg,6450998,838,471377,"翻唱,花火,米哈游,调查中,星穹铁道,星穹铁道2.0花火,崩坏星穹铁道2.0创作者激励计划",925,1709638541,195,178075,41868825
音乐Wu哥,193262326,https://i1.hdslb.com/bfs/face/b1b0779b1af9d934fef52d6d77bf20ba1655aaed.jpg,243,乐评盘点,http://www.bilibili.com/video/av1355682320,BV1Fz42187rX,14年前，几个高中生随口一唱，竟成了几代人的“毕业神曲”,哪一首歌是你的“毕业神曲”？,//i1.hdslb.com/bfs/archive/29aa9c5bdb4b3490e13b945a7f229c7332bb4ba4.jpg,3923013,1611,37802,"校园,学生,毕业季,毕业歌曲,音乐分享官,音乐分享官第九期,#2024哔哩哔哩毕业歌",2137,1718434773,251,50450,33072593
