uploader_name,uploader_mid,uploader_pic,type_id,type_name,link,bvid,title,description,pic,view_count,danmaku_count,favorites_count,tag,review_count,send_date,duration,like_count,pub_seconds_ago
仓鼠大逃亡,1473156869,https://i2.hdslb.com/bfs/face/90584596c91a54bcddd70f0679a854b0676064c3.jpg,222,小宠异宠,http://www.bilibili.com/video/av416812701,BV1kV411e7s4,【4K】再一次被逼成液体的仓鼠【仓鼠大逃亡】,"在出演了众多大片之后，今天给仓鼠安排一点简单轻松的健身活动。

大家好！我们是专门为仓鼠制作迷宫帮TA们锻炼身体的仓鼠大逃亡，喜欢就三连并且点个关注吧~

视频中的仓鼠都很茁壮健康，没有受到任何伤害。视频中的叫声及音效都为后期效果。",//i1.hdslb.com/bfs/archive/672390b7cc6f2806f229e48825e55448ea739ceb.jpg,11369729,9819,44637,"把“牛”字打在公屏上,仓鼠,萌宠,吱星人,可爱,迷宫",3439,1669155355,601,213419,82357781
小陈在农村,590842316,https://i2.hdslb.com/bfs/face/2461dc7a505a666d71cc64dd3811b1de6cfe5fea.jpg,222,小宠异宠,http://www.bilibili.com/video/av1906228662,BV1bS411w7N3,把公老鼠的两个荔枝摘掉！会发生什么事？,-,//i0.hdslb.com/bfs/archive/aff2e84eb081e8b47a57c49837d8776374ac28fa.jpg,2811541,14336,21967,"猎奇,老鼠,鼠,绝育,荔枝,爬宠,动物总动员,动物总动员-陪小动物过夏天",3638,1720529972,370,97982,30983164
狂野脉动,3493136676424261,https://i1.hdslb.com/bfs/face/193981791b8e50089e66e6e4b087544532e86d43.jpg,220,动物二创,http://www.bilibili.com/video/av113564102891334,BV13nzvYREZx,《舌 尖 上 的 亚 马 逊》,,//i0.hdslb.com/bfs/archive/ed95a9a02f732745294d4927009a083b4f1098e6.jpg,4556874,5862,36247,"动物,纪录片,动物世界,亚马逊,水獭,野生动物,动物总动员,动物总动员8.0-我和我的宠物",3738,1732886051,667,195407,18627085
牛奶是只猫-,58409989,https://i1.hdslb.com/bfs/face/c09d6db06c8f8fd2f7bdc04f074600e457df64c1.jpg,218,喵星人,http://www.bilibili.com/video/av113400105408794,BV1fESEYjEvk,积攒几年的猫毛做的毛球竟然那么大,猫：我们要秃了！！,//i1.hdslb.com/bfs/archive/204f8abdad8d483da608e6c6fb47b528b6595e76.jpg,8320651,429,69870,"喵星人,英短,辣条,麻辣王子,金渐层",483,1730436503,79,94250,21076633
哈百里,381374122,https://i1.hdslb.com/bfs/face/6e8a66e01f303384221136ec140e372bc011b8dd.jpg,220,动物二创,http://www.bilibili.com/video/av784429236,BV1e14y1D7ho,网友家的飞鼠闯祸之后，这是把自己伪装成受害者？,https://weibo.com/u/1816750115,//i0.hdslb.com/bfs/archive/cae29bb2a45f65f2d19076dd492980788c063531.jpg,5542651,5424,129274,成精,5513,1685835215,106,302185,65677921
为一放映室,1587138171,https://i0.hdslb.com/bfs/face/22957b99a80ee7ea7cc2c4437b6135a6a1365f96.jpg,220,动物二创,http://www.bilibili.com/video/av552933511,BV1Zi4y1S7cQ,同住在一棵大树上，有的动物能住阳光房，有的只能住地下室,为一解说《小小世界》2：同住在一棵大树上，有的动物能住阳光房，有的只能住地下室,//i1.hdslb.com/bfs/archive/adf574017e0ec478cb33d1dfb9d30b31b0ea99ea.jpg,9409962,8707,107156,"治愈系,动物世界,自然,微观世界,小小世界,人与自然,神奇,纪录片,猴,解说",3105,1669142301,428,551296,82370835
牛奶是只猫-,58409989,https://i1.hdslb.com/bfs/face/c09d6db06c8f8fd2f7bdc04f074600e457df64c1.jpg,218,喵星人,http://www.bilibili.com/video/av113169586524311,BV1Ssbce2EMn,大家想看的猫咪怎么区分视频来了！,这下知道谁是谁了吧！！！,//i0.hdslb.com/bfs/archive/3a56fa36226f85ce7a7ab94278d78743f7ec489e.jpg,4515283,184,38525,"喵星人,猫咪,动物总动员,金渐层,动物总动员-我的宠物不一样",196,1727155604,102,54863,24357532
小仓鼠1001,2063012140,https://i1.hdslb.com/bfs/face/653b92c651e148b7c8105bffb730573f0f7188d3.jpg,222,小宠异宠,http://www.bilibili.com/video/av114612947192412,BV18j7UzmETV,仓鼠如何逃离神奇的迷宫和陷阱，猜一猜吧,,//i0.hdslb.com/bfs/archive/e82573e045d16b78f3aa6a1b256f5dd8e5209eae.jpg,440437,3,5107,"金属乐,越狱,仓鼠,迷宫,鼠,动物总动员,动物总动员12.0-毛孩子美食季",2,1750994189,642,664,518947
老疯杨救助中心,473177849,https://i2.hdslb.com/bfs/face/37c09d4335f0935f91edbcc5165985d97555519e.jpg,219,汪星人,http://www.bilibili.com/video/av114736075112570,BV1nXKuz8E9D,它，它们，每能多活下来一天，我们就有无限的动力和欣喜...,,//i1.hdslb.com/bfs/archive/17e1936e30a8a2366f9fc8171b2230ba77442ebc.jpg,2659098,243,25267,"流浪狗,流浪动物,动物总动员,老疯杨,不容易的生命,老疯杨天兴桥,腹水金毛,老疯杨旗舰店,动物总动员12.0-毛孩子美食季",296,1750845337,665,18727,667799
萌兽师,3494349859981373,https://i2.hdslb.com/bfs/face/64aa9da93d8a6b5060052264a518eac5130167e6.jpg,220,动物二创,http://www.bilibili.com/video/av960130375,BV18p4y1K7Hp,有内鬼，可惜是来搞笑的！,素材来源《生命故事》《海洋间谍》,//i0.hdslb.com/bfs/archive/432dba6ac4e029268dc8b951b173b0b53df2aad6.jpg,7442054,6481,72591,"动物,纪录片,章鱼,动物世界,河豚,搞笑动物,野生动物,弹涂鱼,动物观察局,动物观察局22.0·宠物夏日清凉季",2788,1693042785,361,425545,58470351
谢春花本花,5631265,https://i1.hdslb.com/bfs/face/08f7a78de535b6d708a29b697184909e0d440126.jpg,222,小宠异宠,http://www.bilibili.com/video/av114777883939389,BV12vgXzvEX9,强女不接受任何形式的PUA,"三十岁，姐不再接受任何形式的PUA
我有更适合本人体质的“吾日三省吾身”
—①我今天过的快乐吗？②我有没有因为他人而否定自己的选择3没有了，因为根本不必为了向他人证明自己而过度反思。
也请你多注视自己吧，你才是生命的主体。
谢春花2.0开启了属于自己的人生新篇章，动人的诗句不再是“雀斑少女她不美丽”，而是“今天我要出走。”
欢迎大家收听我的新歌《出走》，词曲编曲都是我自己，现已全网上线。",//i0.hdslb.com/bfs/archive/e6ef9df8b1515ac233c5a62ec4f189905b96c997.jpg,11955,6,59,"恋爱,情感,PUA,谢春花",37,1751372572,123,596,140564
维他动物园-,3546711161047320,https://i0.hdslb.com/bfs/face/c8118f82707f8dd662f31e76f63fb76dd3e62e56.jpg,220,动物二创,http://www.bilibili.com/video/av114465794165106,BV1ezVbzxE4x,耗时两年半，打造属于00后的动物世界,,//i0.hdslb.com/bfs/archive/a8233f50ab8abc64af5ed4ee487c399231022f17.jpg,6709552,2401,273234,"可爱,动物世界,野生动物,解压,动物总动员,动物视频集锦,动物的迷惑行为,搞笑动物解说,搞笑动物科普,一代人有一代人的动物世界,动物总动员11.0-萌宠踏春去",692,1746845744,2585,108603,4667392
五月妈院儿里的小流浪,702530563,https://i1.hdslb.com/bfs/face/5299f68be64999a2c1fdaf0ca66d233200810d7e.jpg,218,喵星人,http://www.bilibili.com/video/av114697688915961,BV1y1NvzTEzv,不论大猫还是小猫 都是小朋友，不知哪里水是干净的,-,//i0.hdslb.com/bfs/archive/5ce2423f77459d26ea84af2372fee99bc2058c89.jpg,2661569,1966,28324,"小猫,大猫,流浪猫,新手养猫,幼猫粮推荐,蓝氏乳鸽奶糕",1227,1750301253,265,171635,1211883
牛奶是只猫-,58409989,https://i1.hdslb.com/bfs/face/c09d6db06c8f8fd2f7bdc04f074600e457df64c1.jpg,218,喵星人,http://www.bilibili.com/video/av114312634963345,BV1DGd3YfEJj,当我做了一个巨型猫咪头套，看看猫咪的反应！,猫：我看到我太奶了！！！,//i1.hdslb.com/bfs/archive/0f1ef976dae430340a90fa86f060066d27037a29.jpg,2934323,346,19837,"喵星人,猫咪,天猫超级品牌日,金渐层,麦富迪霸弗,麦富迪霸弗猫粮,霸弗猫粮,溯源天性守护当下,毛孩子天性喂养哔修指南",487,1744355139,80,40902,7157997
五月妈院儿里的小流浪,702530563,https://i1.hdslb.com/bfs/face/5299f68be64999a2c1fdaf0ca66d233200810d7e.jpg,218,喵星人,http://www.bilibili.com/video/av113320732467000,BV1asyPYEEhy,流浪猫大迁徙，给它们一个广阔的空间,-,//i1.hdslb.com/bfs/archive/fdd926313491cb8e2e1faef7dce60307825f9c09.jpg,4859989,8633,115673,"喵星人,流浪,流浪猫,动物救助,珀莱雅双抗精华",3801,1729168097,200,455412,22345039
一只小皮皮呀丶,491367091,https://i1.hdslb.com/bfs/face/7f050a28f3b0456c97a525314b9f40595f981280.jpg,222,小宠异宠,http://www.bilibili.com/video/av114625613927629,BV12uTJzYE8F,这眼神看得出来它真的很想打我,-,//i2.hdslb.com/bfs/archive/efbf6d834d353695f70f031951945b3b4db1c6d5.jpg,554553,1440,3445,"搞笑,萌宠,猫头鹰,鸟,人与自然,鹰,动物总动员,动物救助,动物总动员12.0-毛孩子美食季",701,1749110464,451,13266,2402672
牛奶是只猫-,58409989,https://i1.hdslb.com/bfs/face/c09d6db06c8f8fd2f7bdc04f074600e457df64c1.jpg,218,喵星人,http://www.bilibili.com/video/av114019486669948,BV1HJwdesEiH,如何阻止猫咪吃我的食物？,哈哈哈哈哈哈结尾看你们还怎么吃！！！！,//i2.hdslb.com/bfs/archive/155208b9a63784fd5aad7c8c5276c8250a5d7a9d.jpg,3719466,784,23722,"萌宠,吸尘器,除毛,金渐层,追觅,自动集尘,追觅吸尘器,追觅Z20 station",669,1739948183,94,161196,11564959
牛奶是只猫-,58409989,https://i1.hdslb.com/bfs/face/c09d6db06c8f8fd2f7bdc04f074600e457df64c1.jpg,218,喵星人,http://www.bilibili.com/video/av1802589730,BV1Jt421n7h7,最后的榴莲鞋穿上真舒服呀哈哈哈哈,-,//i0.hdslb.com/bfs/archive/95fcd62fc60d4aab5ff9b171ce1b982ef7205c1f.jpg,3729544,281,12019,"喵星人,英短,动物总动员,金渐层,动物总动员-宠物医生召集令",258,1712544453,43,42886,38968689
蒙面鸟哥,422424246,http://i0.hdslb.com/bfs/face/73201326f1b0239452c3f65af8897352bbcc6a75.jpg,222,小宠异宠,http://www.bilibili.com/video/av114727468467524,BV1JFKWzAECW,收割油菜救下几枚鸟蛋，历时一个月记录生命的奇迹,,//i1.hdslb.com/bfs/archive/0b6318509cbfd17c954f3c9179721df0ade75ac1.jpg,180290,360,447,"搞笑,动物,奇迹,动物世界,人与自然,野生动物,动物搞笑,动物救助,小鸟成长记录,动物圈新星up主扶持计划,动物总动员12.0-毛孩子美食季",296,1750602404,390,5813,910738
养虾的贺贺,3546760368622144,https://i1.hdslb.com/bfs/face/4b1e873ad48201d8121acbe8af023dc19a2536ad.jpg,222,小宠异宠,http://www.bilibili.com/video/av114573654888094,BV1HAjUzYEnf,我用了整整8个月，养出了市面上最大的赤甲红，他能否击败螃蟹的天敌：彩虹螳螂虾？,,//i0.hdslb.com/bfs/archive/929157bae428c8254722c46cb8fa33e1451ccd95.jpg,8035071,653,122129,"转转,斗破苍穹,萧炎,手机推荐,动物总动员,二手手机,日本齿指虾蛄,赤甲红,彩虹螳螂虾,萌宠up主加更计划,动物总动员12.0-毛孩子美食季",555,1748265199,296,31639,3247943
Pooh的小屋,66596408,https://i2.hdslb.com/bfs/face/d483d2a38dbcb15749d4ac856ff8ab2b16135a61.jpg,219,汪星人,http://www.bilibili.com/video/av230037074,BV1Hh411K7zk,“小土狗就是最可爱的！”,,//i1.hdslb.com/bfs/archive/726effe1bcc38e34dd70fd440d25a6023222b522.jpg,9794881,3560,174463,"可爱,萌宠,汪星人,狗狗,狗子,小土狗,田园犬,动物观察局,动物观察局19.0·小动物游园会,动物观察局20.0·铲屎官的茶话会,动物观察局21.0 小动物集合啦",3580,1687578348,244,298529,63934794
即刻自然说,149574778,https://i1.hdslb.com/bfs/face/5a0239b3c7d4defffd7017ca454d0fed48d993a9.jpg,220,动物二创,http://www.bilibili.com/video/av114730739962391,BV1CCKtzEEfC,《 天 崩 开 局 》百米悬崖一跃而下，它用未曾学会飞翔的身体，对抗最坚硬的命运,,//i1.hdslb.com/bfs/archive/c4b30f4314235b67fe39bb4561abee7627a6a9aa.jpg,5950396,11383,123478,"人生,命运,动物世界,神奇的大自然,动物科普,白颊黑雁,天崩开局,夸克高考选志愿",2535,1750685332,325,280096,827810
笑典动物园,267622467,https://i0.hdslb.com/bfs/face/5dd66b8a59048dce55bc3fd57f68048761ac3323.jpg,220,动物二创,http://www.bilibili.com/video/av113297613527233,BV1Z22vYHEzK,《爱一个人是藏不住的，但爱两个得藏住》,,//i1.hdslb.com/bfs/archive/622e9155a2b79564d63ea67f6e8f201754e685ce.jpg,2266369,896,14648,"雪豹,动物搞笑解说,一代人有一代人的动物世界",742,1728839067,177,73068,22674075
养虾的贺贺,3546760368622144,https://i1.hdslb.com/bfs/face/4b1e873ad48201d8121acbe8af023dc19a2536ad.jpg,222,小宠异宠,http://www.bilibili.com/video/av113566434787734,BV1UQzBYFEhB,从几十只螃蟹中脱颖而出的蛊王，到底有多凶残！,在一次赶海时，我抓了几十只小螃蟹，并养了起来，不料其中竟然藏着一个蛊王！凭一己之力吞噬了一缸螃蟹！,//i1.hdslb.com/bfs/archive/167360220a2c989018012474437525e503366a18.jpg,2990578,3406,40088,"海星,斗破苍穹,寄居蟹,萧炎,动物总动员,养蛊,三疣梭子蟹,赤甲红,美肩鳃鳚,纹缟虾虎,动物总动员8.0-我和我的宠物",3372,1732950458,684,131245,18562684
狂野脉动,3493136676424261,https://i1.hdslb.com/bfs/face/193981791b8e50089e66e6e4b087544532e86d43.jpg,220,动物二创,http://www.bilibili.com/video/av114273846038625,BV1whZ2YHEqw,《舌 尖 上 的 北 极 II》,,//i1.hdslb.com/bfs/archive/61dd80687a801d4c85e25db8cb063a9065b452be.jpg,4313153,2256,14773,"动物,动物世界,减肥,北极熊,健康,北极,野生动物,动物纪录片,美团,减肥上美团买药无效可获赔",2420,1743760037,991,135697,7753105
即刻自然说,149574778,https://i1.hdslb.com/bfs/face/5a0239b3c7d4defffd7017ca454d0fed48d993a9.jpg,220,动物二创,http://www.bilibili.com/video/av114239486365741,BV1CgoXYKEZm,《向 死 而 生》鲑鱼洄游 一趟有去无回的单程路,,//i1.hdslb.com/bfs/archive/3df9b98debf3faedfb79fa8d4e5d693db130d2e5.jpg,1178076,165,9835,"动物世界,鲑鱼,海洋生物,动物总动员,动物纪录片,动物科普,动物总动员11.0-萌宠踏春去",264,1743156397,300,8532,8356745
好奇五先生,173947574,https://i2.hdslb.com/bfs/face/1c69fff12a2d0d50e71931cef0486ab919a818a2.jpg,75,动物综合,http://www.bilibili.com/video/av1855149125,BV1js421G7Jj,将鲜活的鸡头喂给10000只蚂蚁，会发生什么？,给吞噬万物的蚂蚁喂食一个鸡头，它们能消耗掉这个庞大的食物吗？让我们来见证一下吧！,//i2.hdslb.com/bfs/archive/ecc55429ff8ada02ad7111356596676c97780230.jpg,4770154,1792,31348,"昆虫,蚂蚁,延时摄影,鸡头,爬宠,蚁巢,动物总动员,全异巨首蚁,动物总动员-小动物的假期",689,1717049945,277,26082,34463197
牛奶是只猫-,58409989,https://i1.hdslb.com/bfs/face/c09d6db06c8f8fd2f7bdc04f074600e457df64c1.jpg,218,喵星人,http://www.bilibili.com/video/av1004976984,BV1Vx4y1p75i,当我把不合群的现眼包关“小黑屋”后……,现眼包总是与众不同哈哈哈哈,//i1.hdslb.com/bfs/archive/3cb54027c0b6516468e9748db5a4d2d65f279b80.jpg,7429429,220,34608,"动物总动员,金渐层,AI手机,OPPO Reno12",166,1716702182,77,62070,34810960
一只小皮皮呀丶,491367091,https://i1.hdslb.com/bfs/face/7f050a28f3b0456c97a525314b9f40595f981280.jpg,222,小宠异宠,http://www.bilibili.com/video/av114619523800939,BV1WE7hzpEhs,抓到一只活的QQ,-,//i0.hdslb.com/bfs/archive/ba4c45c34c0793f4ccddc09b2d8d53d79a129e41.jpg,243766,336,3127,"搞笑,萌宠,人与自然,鸟类,动物圈,动物总动员,动物救助,动物总动员12.0-毛孩子美食季",282,1749144144,229,12257,2368998
是曼玉不是鳗鱼,390790215,https://i0.hdslb.com/bfs/face/fd6c977cd186e1e828090777fffd791b872db537.jpg,219,汪星人,http://www.bilibili.com/video/av114658463713510,BV1KcMGzSE2i,曼玉的双人SPA,,//i0.hdslb.com/bfs/archive/cdab872d792b4ebd851f873ef9700a77e3c6ce60.jpg,682533,322,6951,"汪星人,按摩,柴犬,动物总动员,猛男必看,动物总动员12.0-毛孩子美食季",565,1749590311,94,48595,1922831
金不拉毛抱抱,384018285,https://i0.hdslb.com/bfs/face/111e09deaea7f8b0f51014a8389d583352b349b6.jpg,219,汪星人,http://www.bilibili.com/video/av114755654131015,BV1joKzzuEr9,沉浸式养狗vlog！被爱的小狗才能先享受世界啊！！,-,//i0.hdslb.com/bfs/archive/8572decfd9542309c53df0c19c3f4c9b839d1a27.jpg,1515392,212,16957,"旅游,汪星人,小狗,柯基,海边,金毛,早起,动物总动员,Vlog,日常vlog,动物总动员12.0-毛孩子美食季",154,1751076323,452,6147,436819
